Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"SUD EST RESTAURATION S E R","390703890","","56.29A","Accommodation and food service activities","Accommodation and Food Services","ZA LAVY 170 RUE DE LAVY 01570 MANZIAT","01570","01","84","03","277","2024",29916999
"TEREVA","434004198","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI NORD 18 AVENUE ARSENE D'ARSONVAL 01000 BOURG-EN-BRESSE","01000","01","84","32","216","2023",615723721
"COTELAC","378239974","","14.13Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZA EN PRAGNAT NORD RUE DU PROFESSEUR LUC MONTAGNIER 01500 AMBERIEU-EN-BUGEY","01500","01","84","21","104","2024",21246431
"ISERBA","793797283","","43.22B","Construction","Construction","ZAC DES MALETTES 303 RUE DU CHAT BOTTE 01700 BEYNOST","01700","01","84","21","60","2024",110545699
"MABEO INDUSTRIES","332564954","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","CENORD 18 AVENUE ARSENE D'ARSONVAL 01000 BOURG-EN-BRESSE","01000","01","84","21","119","2023",233786998
"FRANCE AIR","378006027","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","383 RUE DES BARRONIERES 01700 BEYNOST","01700","01","84","31","39","2024",136938470
"BERNARD AGRICULTURE (ETABLISSEMENTS PIERRE BERNARD) (B.A.)","519924708","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","179 ROUTE DE TREVOUX 01390 SAINT-ANDRE-DE-CORCY","01390","01","84","12","28","2024",192387841
"ROSET SAS","545920076","","31.09A","Manufacturing","Manufacturing: Furniture and Other","1 ROUTE DU PONT 01470 BRIORD","01470","01","84","32","33","2024",87030923
"FAMY TP","901753277","","43.12A","Construction","Construction","CHATILLON EN MICHAILLE 415 RUE DE LA POSTE - CHATILLON 01200 VALSERHONE","01200","01","84","22","17","2024",49424981
"SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (SICMA)","756200135","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","03","30","2024",384271227
"ASTR'IN LOGISTIQUE (SERVILOG)","392118071","","52.10B","Transportation and storage","Transportation and Storage","SAINT VULBAS ZI DE LA PLAINE DE L'AIN 01150 SAINT-VULBAS","01150","01","84","21","17","2025",41283159
"BRAND FRANCE SAS (SGB - HUNNEBECK- BRAND)","305234320","","43.99E","Construction","Construction","256 ALLEE DE FETAN 01600 TREVOUX","01600","01","84","21","50","2024",63224010
"AKWEL SA (AKWEL)","344844998","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","975 ROUTE DES BURGONDES 01410 CHAMPFROMIER","01410","01","84","32","20","2024",988994000
"BERNARD TRUCKS","332011287","","45.19Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","03","27","2024",149434717
"ORAPI HYGIENE (ARGOS-ORAPI HYGIENE)","440319473","","46.44Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","225 ALLEE DES CEDRES 01150 SAINT-VULBAS","01150","01","84","NN","53","2024",123854846
"DYNACITE OFFICE PUBLIC DE L'HABITAT DE L'AIN (OPH DE L'AIN)","779306471","","68.20A","Real estate activities","Real Estate","390 BOULEVARD DU HUIT MAI 1945 01000 BOURG-EN-BRESSE","01000","01","84","31","17","2019",154730000
"AUTOMOBILES REPARATIONS NEUVES OCCASIONS (ARNO)","304455298","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","11","23","2024",299653561
"ASTR'IN","444776504","","52.29B","Transportation and storage","Transportation and Storage","AVENUE DES BERGERIES 01150 SAINT-VULBAS","01150","01","84","31","18","2025",110068079
"FERMOB","349797357","","31.09B","Manufacturing","Manufacturing: Furniture and Other","ZONE D ACTIVITE PARC ACTIVAL 124 RUE RAYMOND NOEL 01140 SAINT-DIDIER-SUR-CHALARONNE","01140","01","84","32","10","2023",156424000
"S P I","333985224","","82.92Z","Administrative and support service activities","Administrative and Support","PARC D'ACTIVITE DE LA PLAINE DE L'AIN ALLEE DES ACACIAS 01150 SAINT-VULBAS","01150","01","84","12","21","2024",82220269
"SEM DE CONSTRUCTION DU DPT DE L AIN (SEMCODA)","759200751","","68.20A","Real estate activities","Real Estate","50 RUE DU PAVILLON 01000 BOURG-EN-BRESSE","01000","01","84","41","15","2022",282471470
"AUTO BERNARD FRANCHE-COMTE","411753718","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","NN","8","2024",133927120
"TUBESCA-COMABI","422481838","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","LIEUDIT FETANT 976 ROUTE DE SAINT-BERNARD 01600 TREVOUX","01600","01","84","22","12","2024",96206609
"PORALU MENUISERIES","418245262","","22.23Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI LE MARAIS RUE DES BOULEAUX 01460 PORT","01460","01","84","31","15","2024",52810986
"LAMBERET","511316291","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","129 ROUTE DE VONNAS 01380 SAINT-CYR-SUR-MENTHON","01380","01","84","41","9","2024",214165578
"ARCELORMITTAL WIRE FRANCE","310792023","","24.34Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","25 AVENUE DE LYON 01000 BOURG-EN-BRESSE","01000","01","84","31","21","2024",94441009
"VENTE-PRIVEE LOGISTIQUE","452650500","","52.10B","Transportation and storage","Transportation and Storage","PARC INDUSTRIEL LA PLAINE DE L'AIN ALLEE DES CHENES 01150 SAINT-VULBAS","01150","01","84","41","6","2024",107038793
"ETABLISSEMENTS GEORGES DAVID (EDA)","765200811","","22.29B","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","36-40 36 RUE DES CARMES 01100 OYONNAX","01100","01","84","31","7","2023",104029571
"AUTOBERNARD CHAMPAGNE-ARDENNE","802892794","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","NN","9","2024",181447752
"TREDI","338185762","","38.22Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","ZI DE LA PLAINE DE L'AIN ALLEE DES PINS 01150 SAINT-VULBAS","01150","01","84","12","16","2024",168592408
"ALCYON FRANCE","409166691","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","115 RUE GEORGES CHARPAK 01390 CIVRIEUX","01390","01","84","22","15","2025",494071476
"ARBAN (PVC GROSFILLEX - MENUISERIES GROSFILLEX)","311901318","","22.23Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","20 RUE DU MUSINET 01460 MONTREAL-LA-CLUSE","01460","01","84","32","8","2024",62975290
"GROSFILLEX SAS","759201106","","31.09B","Manufacturing","Manufacturing: Furniture and Other","501 AVENUE DU 19 MARS 1962 01100 ARBENT","01100","01","84","NN","7","2024",32534900
"TRANSPORTS BREVET SAS","387600422","","49.41A","Transportation and storage","Transportation and Storage","510 CHEMIN DES OURES 01330 VILLARS-LES-DOMBES","01330","01","84","22","5","2024",29773756
"HOPITAL PRIVE D'AMBERIEU","811571447","","86.10Z","Human health and social work activities","Human Health and Social Work","EN PRAGNAT NORD 01500 AMBERIEU-EN-BUGEY","01500","01","84","32","3","2024",29409820
"GUILLOT INDUSTRIE","768200610","","25.21Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ROUTE DE FLEURVILLE 01190 PONT-DE-VAUX","01190","01","84","21","3","2024",55013318
"CARRIER CULOZ SA (C.I.A.T.)","545620114","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","431 AVENUE JEAN FALCONNIER 01350 CULOZ-BEON","01350","01","84","32","62","2024",132452146
"HOLDIS","397436767","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CENTRE CIAL BEYNOST 2 ZAC  BATTERSES 01700 BEYNOST","01700","01","84","31","4","2024",92984916
"HEXCEL COMPOSITES","410286702","","13.96Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","45 RUE DE LA PLAINE 01120 DAGNEUX","01120","01","84","32","6","2024",423097393
"PROMENS SA","759200454","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","5 RUE CASTELLION PROLONGEE 01100 BELLIGNAT","01100","01","84","31","8","2025",36428479
"HEXCEL REINFORCEMENTS","410287379","","13.20Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","45 RUE DE LA PLAINE 01120 DAGNEUX","01120","01","84","NN","10","2024",152634217
"S T E E P","969509892","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","3 CHEMIN DU PILON 01700 SAINT-MAURICE-DE-BEYNOST","01700","01","84","31","2","2024",58998624
"GERAL CONSTRUCT ELECTR ET TRAVAUX INDUST (GERAL)","547020040","","26.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE LA PELISSIERE ROUTE DE LYON 01300 BELLEY","01300","01","84","32","3","2024",61192878
"TORAY FILMS EUROPE","502454044","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","PLACE D'ARMENIE 01700 SAINT-MAURICE-DE-BEYNOST","01700","01","84","32","1","2024",142214822
"ELECTRICFIL AUTOMOTIVE","323438515","","26.51B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI OUEST 77 ALLEE DES GRANDES COMBES 01700 BEYNOST","01700","01","84","41","3","2023",162419154
"DUQUEINE GROUP","323782169","","82.11Z","Administrative and support service activities","Administrative and Support","PARC D ACTIVITE AVENUE LAVOISIER 01600 MASSIEUX","01600","01","84","22","4","2024",106158000
"CLINIQUE CONVERT","772201489","","86.10Z","Human health and social work activities","Human Health and Social Work","62 AVENUE DE JASSERON 01000 BOURG-EN-BRESSE","01000","01","84","32","1","2024",36944604
"BRESSE DIS","851815464","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE COMMERCIAL CAP EMERAUDE 360 AVENUE CAPITAINE DHONNE 01000 BOURG-EN-BRESSE","01000","01","84","32","1","2024",122807545
"SOFRADIM PRODUCTION","388924854","","32.50A","Manufacturing","Manufacturing: Furniture and Other","116 AVENUE DE FORMANS 01600 TREVOUX","01600","01","84","32","2","2024",99817761
"MYLAN LABORATORIES SAS","443748157","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","LIEUDIT MAILLARD F ROUTE DE BELLEVILLE 01400 CHATILLON-SUR-CHALARONNE","01400","01","84","32","4","2024",122582727
"CONDUCTIX WAMPFLER FRANCE","752765255","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","30 AVENUE BRILLAT-SAVARIN 01300 BELLEY","01300","01","84","31","5","2024",72842940
"DANFOSS COMMERCIAL COMPRESSEURS","713780278","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DES COMMUNAUX 490 ROUTE DU POU DU CIEL 01600 REYRIEUX","01600","01","84","32","2","2024",217529000
"VOLVO COMPACT EQUIPMENT SA","330263955","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE PIERRE PINGON 01300 BELLEY","01300","01","84","32","7","2024",100569262
"APTAR OYONNAX","761200633","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","VEYZIAT 165 RUE DES CHEROLLES 01100 OYONNAX","01100","01","84","32","8","2024",64250884
"CARRIER","483018370","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ROUTE DE THIL 01120 MONTLUEL","01120","01","84","31","41","2024",662479544
"CARRIER MONTLUEL SCS","901903864","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ROUTE DE THIL 01120 LA BOISSE","01120","01","84","32","1","2023",297612276
"SAICA PACK EL","413464595","","17.21A","Manufacturing","Manufacturing: Wood, Paper and Printing","8 COURS DE VERDUN 01100 OYONNAX","01100","01","84","22","8","2017",355609000
"COFIRHAD","351438239","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","17-19 17 RUE AMPERE 03300 CUSSET","03300","03","84","21","143","2024",311034483
"LABORATOIRE MAYMAT","398782441","","86.90B","Human health and social work activities","Human Health and Social Work","4 RUE DU FOUR 03000 MOULINS","03000","03","84","21","20","2024",22112696
"TELLUS","382236214","","10.91Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","8 RUE DU MOULIN DE SALLES 03140 SAINT-GERMAIN-DE-SALLES","03140","03","84","22","20","2024",94326663
"NSE","394020903","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","LA GRAND CROIX 03250 NIZEROLLES","03250","03","84","12","23","2024",103563000
"COMPAGNIE GENERALE D'EAUX DE SOURCE (C.G.E.S.)","402571889","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","BATIMENT SY1 70 AVENUE DES SOURCES 03270 SAINT-YORRE","03270","03","84","12","10","2018",150316355
"SARL MEWA","313455545","","96.01A","Other service activities","Other Services","ZONE ARTISANALE LES PETITS VERNATS 03000 AVERMES","03000","03","84","22","25","2024",95828357
"BELLERIVEDIS","330240714","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","6 RUE RHIN ET DANUBE 03700 BELLERIVE-SUR-ALLIER","03700","03","84","32","6","2024",118346381
"ETABLISSEMENTS PUIGRENIER (MAISON PUIGRENIER)","327852596","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","72 AVENUE DE L'EUROPE 03100 MONTLUCON","03100","03","84","21","7","2024",127662659
"SAS TRANSPORTS THEVENET","976120113","","49.41A","Transportation and storage","Transportation and Storage","LE BOURBONNAIS 03500 BAYET","03500","03","84","NN","9","2024",40117054
"COMPAGNIE DE VICHY (C.F.V)","542105291","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","1 ET 3 1 AV PRESIDENT EISENHOWER 03200 VICHY","03200","03","84","NN","14","2024",21187038
"CHATEAUGAY DISTRIBUTION","319292710","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","4 IMP DE LA CHEVECHE 03410 DOMERAT","03410","03","84","32","4","2025",132586427
"MANUFACTURE BOURBONNAISE DE MAROQUINERIE (MBM)","976020370","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","33 RUE DU LERY 03700 BELLERIVE-SUR-ALLIER","03700","03","84","11","6","2024",54988209
"TVE LOGISTIQUE","508790268","","49.41A","Transportation and storage","Transportation and Storage","12 RUE DE L INDUSTRIE BELLEVUE 03120 LAPALISSE","03120","03","84","32","4","2024",41607422
"AVERMES DISTRIBUTION","525215745","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC LES PORTES DE L'ALLIER 03000 AVERMES","03000","03","84","32","4","2024",148283857
"SCACENTRE","338107220","","46.17A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","10 RUE COLBERT 03400 YZEURE","03400","03","84","22","2","2024",706169851
"POLYCLINIQUE SAINT-FRANCOIS (HOPITAL PRIVE SAINT-FRANCOIS)","917250151","","86.10Z","Human health and social work activities","Human Health and Social Work","8 RUE AMBROISE CROIZAT 03630 DESERTINES","03630","03","84","32","3","2024",38291961
"VALMONT FRANCE","351425921","","25.11Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","LES MARTOULETS 03110 CHARMEIL","03110","03","84","31","3","2024",50271353
"LIGIER GROUP (MICROCAR)","712000272","","29.10Z","Manufacturing","Manufacturing: Transport Equipment","105 ROUTE D'HAUTERIVE 03200 ABREST","03200","03","84","32","7","2024",169811642
"ATELIERS MECANIQUES INDUSTRIES SPECIALES (AMIS)","745780387","","25.50A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","10 RUE JACQUES ALEXANDRE DUCHET 03100 MONTLUCON","03100","03","84","32","2","2024",36634497
"COSMETIQUE ACTIVE PRODUCTION (VICHY) (C.A.P.)","975620675","","20.42Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","1 RUE DE L'INDUSTRIE 03300 CREUZIER-LE-VIEUX","03300","03","84","41","4","2024",668984681
"WAVIN FRANCE","837150424","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI LA FEUILLOUSE ROUTE DE CRECHY 03150 VARENNES-SUR-ALLIER","03150","03","84","31","12","2021",99935316
"CTLPACK VICHY SAS","342850682","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","8 ROUTE DE SAINT-POURCAIN 03110 CHARMEIL","03110","03","84","31","2","2023",52910247
"SECANIM SUD-EST (REFOOD)","403264641","","38.12Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","18 RUE DES BOUILLOTS 03500 BAYET","03500","03","84","22","27","2018",63555328
"PRECIA MOLEN SERVICE","349743179","","33.12Z","Manufacturing","Manufacturing: Furniture and Other","BP 326 LE RUISSOL 07000 VEYRAS","07000","07","84","21","110","2024",60117000
"MAZET MESSAGERIE","492486402","","52.29A","Transportation and storage","Transportation and Storage","ZONE INDUSTRIELLE AVENUE DE BELLANDE 07200 AUBENAS","07200","07","84","12","41","2024",114094483
"SOCIETE RHODANIENNE DES CARS GINHOUX","324429596","","49.39A","Transportation and storage","Transportation and Storage","CHEMIN DE LA PLAINE 07200 AUBENAS","07200","07","84","22","22","2024",38819520
"COPAS SYSTEMES","384870234","","43.32B","Construction","Construction","700 RUE ANDRE MALRAUX 07500 GUILHERAND-GRANGES","07500","07","84","21","19","2024",33278660
"ARDECHE APPLICATIONS TECHNIQUES D'ELECTRICITE ET DE MESURES (ARDATEM) (ARDATEM)","339809527","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","75 CHEMIN D'ENCROS 07700 BOURG-SAINT-ANDEOL","07700","07","84","32","16","2024",70742306
"RAMPA TRAVAUX PUBLICS (RTP)","323468991","","42.21Z","Construction","Construction","PARC INDUSTRIEL RHONE VALLEE NORD 07250 LE POUZIN","07250","07","84","31","15","2024",78715742
"PRECIA (PRECIA MOLEN)","386620165","","28.29A","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","104 ROUTE DU PESAGE 07000 VEYRAS","07000","07","84","NN","36","2024",168891000
"FAUN ENVIRONNEMENT","775573009","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","625 RUE DU LANGUEDOC 07500 GUILHERAND-GRANGES","07500","07","84","32","14","2024",114440600
"LES COURRIERS RHODANIENS","337220081","","49.39A","Transportation and storage","Transportation and Storage","529 AVENUE GROSS UMSTADT 07130 SAINT-PERAY","07130","07","84","21","16","2024",22999757
"EXCELVISION (FAREVA EXCELVISION)","335820684","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZONE INDUSTRIELLE LA LOMBARDIERE 27 RUE DE LA LOMBARDIERE 07100 ANNONAY","07100","07","84","32","6","2024",138580000
"CANSON","335620241","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","GRAND MURIER 67 RUE LOUIS ET LAURENT SEGUIN 07100 ANNONAY","07100","07","84","31","15","2024",89226635
"STS COMPOSITES FRANCE","824455679","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE INDUSTRIELLE 07340 SAINT-DESIRAT","07340","07","84","41","5","2024",126322094
"FREGATE AERO","328274410","","30.30Z","Manufacturing","Manufacturing: Transport Equipment","1200 AVENUE MARIE CURIE 07800 LA VOULTE-SUR-RHONE","07800","07","84","22","7","2024",32495196
"FRAPPA","336320072","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","132 RUE DE SORAS 07430 DAVEZIEUX","07430","07","84","NN","3","2024",40124334
"STS PLASTICS","822643771","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE INDUSTRIELLE 07340 SAINT-DESIRAT","07340","07","84","NN","4","2024",73795846
"CONDUENT BUSINESS SOLUTIONS (FRANCE) SAS","480800150","","33.20C","Manufacturing","Manufacturing: Furniture and Other","RUE CLAUDE CHAPPE 07500 GUILHERAND-GRANGES","07500","07","84","32","4","2024",121914027
"FABRICATION CHIMIQUE ARDECHOISE (FCA)","343651469","","20.41Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZONE ARTISANALE DE FONTAYES 3055 ROUTE DE SAINT VICTOR 07410 SAINT-FELICIEN","07410","07","84","03","3","2024",62394265
"HOPITAL PRIVE DROME-ARDECHE","336720107","","86.10Z","Human health and social work activities","Human Health and Social Work","294 BOULEVARD CHARLES DE GAULLE 07500 GUILHERAND-GRANGES","07500","07","84","32","2","2024",48071478
"SO.SU.MAR","387020522","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES CHAMPS 490 2 ROUTE D'ALES 07200 SAINT-ETIENNE-DE-FONTBELLON","07200","07","84","31","3","2024",96800413
"ANTARTIC II","339482945","","10.89Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","LD CHAMP TRENTENIER 07800 CHARMES-SUR-RHONE","07800","07","84","31","2","2025",104313925
"CHOMARAT TEXTILES INDUSTRIES","501607865","","13.20Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","39 AVENUE DE CHABANNES 07160 LE CHEYLARD","07160","07","84","32","2","2024",84229599
"MATIERE","326624244","","42.13A","Construction","Construction","2 RUE LOUIS MATIERE 15130 ARPAJON-SUR-CERE","15130","15","84","NN","43","2024",214060425
"AURILLAC DISTRIBUTION","327002903","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","26 ZAC DE LA JORDANNE 15000 AURILLAC","15000","15","84","22","6","2024",76979781
"TOTES ISOTONER SA","406320135","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","LE BOURG 15140 SAINT MARTIN VALMEROUX","15140","15","84","31","9","2024",66567663
"ENTREPRISE MARQUET","779104082","","42.11Z","Construction","Construction","1 ZI LA FLORIZANE 15100 SAINT FLOUR","15100","15","84","22","4","2024",33988907
"SOCIETE DE GESTION ET D'EXPLOITATION DU CENTRE MEDICO CHIRURGICAL DE TRONQUIERES (CMCT)","389806381","","86.10Z","Human health and social work activities","Human Health and Social Work","83 AVENUE CHARLES DE GAULLE 15000 AURILLAC","15000","15","84","32","2","2024",32158704
"BIOSE INDUSTRIE","529243271","","21.10Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","RUE DES FRERES LUMIERE 15130 ARPAJON-SUR-CERE","15130","15","84","NN","3","2024",35393249
"LES MENUISERIES DU CENTRE","582026282","","31.02Z","Manufacturing","Manufacturing: Furniture and Other","YDES CENTRE AVENUE MARTIAL LAPEYRE 15210 YDES","15210","15","84","31","1","2024",37768084
"QUALIPAC AURILLAC","378928808","","22.29A","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","CHEMIN DU BOUSQUET 15000 AURILLAC","15000","15","84","41","2","2024",69756859
"LAFA COLLECTIVITES","749981684","","31.01Z","Manufacturing","Manufacturing: Furniture and Other","40 AVENUE GEORGES POMPIDOU 15000 AURILLAC","15000","15","84","31","1","2020",29668469
"UNIBIO","443094065","","86.90B","Human health and social work activities","Human Health and Social Work","7 AVENUE GAMBETTA 26100 ROMANS-SUR-ISERE","26100","26","84","22","63","2024",44079479
"CONSTRUCTEL CONSTRUCTIONS TELECOMMUNICA.","442835468","","43.21A","Construction","Construction","ZAD DE MORLON 1 RUE JEAN BAPTISTE COROT 26800 PORTES-LES-VALENCE","26800","26","84","22","83","2024",245432638
"JP HOME (A (V.I.R.))","333784676","","49.41B","Transportation and storage","Transportation and Storage","335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","78","2024",129543605
"M CHAPOUTIER","435580477","","11.02B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","18 AVENUE DU DOCTEUR PAUL DURAND 26600 TAIN-L'HERMITAGE","26600","26","84","21","22","2024",63378220
"KOESIO AURA (KOESIO)","381228386","","95.11Z","Other service activities","Other Services","53 AVENUE DES LANGORIES 26000 VALENCE","26000","26","84","22","46","2024",130994796
"SOCIETE DE PROSPECTION ET D'INVENTIONS TECHNIQUES SPIT (SPIT)","437181076","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","150 AVENUE DE LYON 26500 BOURG-LES-VALENCE","26500","26","84","31","136","2024",191000263
"NUVIA SUPPORT","377484548","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZA LES TOMPLES 8 ALLEE DES ENTREPRENEURS 26700 PIERRELATTE","26700","26","84","12","15","2024",49420456
"BOURG DISTRIBUTION","315681791","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES CHABANNERIES 26500 BOURG LES VALENCE","26500","26","84","32","6","2024",107799243
"TRANSPORTS CHALAVAN ET DUC","732980479","","49.41A","Transportation and storage","Transportation and Storage","ZONE ARTISANALE DU MEYROL LES ESPRATS 26200 MONTELIMAR","26200","26","84","22","9","2025",97519332
"L P G SYSTEMS","335183836","","32.50A","Manufacturing","Manufacturing: Furniture and Other","30 RUE DU DOCTEUR ABEL 26000 VALENCE","26000","26","84","31","15","2017",93222534
"SOC ROMANDIS","349891523","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CHEMIN DES CATALINS 26200 MONTELIMAR","26200","26","84","31","6","2024",85008010
"NUVIA PROCESS","315667386","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","LOT 12 LOT LES TOMPLES LD PLANCHETTES 8 ALLEE DES ENTREPRENEURS 26700 PIERRELATTE","26700","26","84","22","16","2024",35136755
"SAINT JEAN","311821268","","10.73Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","49 AVENUE DE LA DEPORTATION 26100 ROMANS-SUR-ISERE","26100","26","84","NN","8","2024",105787121
"VEYRET TECHNIQUES DECOUPE (ETS REMI) (VTD)","390084952","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","68 AVENUE BERTHELOT 26100 ROMANS-SUR-ISERE","26100","26","84","21","8","2024",20073804
"HM.CLAUSE","435480546","","01.13Z","Agriculture, forestry and fishing","Agriculture, Forestry and Fishing","ZI LA MOTTE RUE LOUIS SAILLANT 26800 PORTES-LES-VALENCE","26800","26","84","32","11","2024",206156214
"AMPLITUDE SAS","414448464","","32.50A","Manufacturing","Manufacturing: Furniture and Other","11 COURS JACQUES OFFENBACH 26000 VALENCE","26000","26","84","31","10","2024",100559272
"TRANSDEV VALENCE MOBILITE (TUR)","324074954","","49.31Z","Transportation and storage","Transportation and Storage","143 RUE DE LA FORET 26000 VALENCE","26000","26","84","32","5","2024",36754023
"OPTIMARK","489573535","","73.11Z","Professional, scientific and technical activities","Professional: Other Technical","589 ROUTE DE CREST 26740 SAUZET","26740","26","84","NN","11","2024",20367709
