Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"HOPITAL PRIVE LA CHATAIGNERAIE (HOPITAL PRIVE LA CHATAIGNERAIE) (LA CHATAIGNERAIE)","444573935","","86.10Z","Human health and social work activities","Human Health and Social Work","RUE DE LA CHATAIGNERAIE 63110 BEAUMONT","63110","63","84","32","1","2024",58003033
"ROIRET SERVICES","501144646","","43.21A","Construction","Construction","51 RUE DU DAUPHINE 69800 SAINT-PRIEST","69800","69","84","NN","5","2024",30582122
"CHOMARAT TEXTILES INDUSTRIES","501607865","","13.20Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","39 AVENUE DE CHABANNES 07160 LE CHEYLARD","07160","07","84","32","2","2024",84229599
"CARRIER","483018370","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ROUTE DE THIL 01120 MONTLUEL","01120","01","84","31","41","2024",662479544
"DELPHARM GAILLARD","539501205","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","33 RUE DE L’INDUSTRIE 74240 GAILLARD","74240","74","84","32","2","2024",79408024
"CLYDEUNION PUMPS SAS (CLYDEUNION PUMPS SAS)","537559346","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZAE DE MEYTHET 39 AV DU PONT DE TASSET - MEYTHET 74000 ANNECY","74000","74","84","31","3","2024",35864469
"CEGELEC MOBILITY","537908311","","43.21A","Construction","Construction","22 AVENUE LIONEL TERRAY 69330 JONAGE","69330","69","84","31","4","2024",48104351
"CEGELEC CEM (CEGELEC CEM)","537934309","","74.90B","Professional, scientific and technical activities","Professional: Other Technical","96 RUE FELIX ESCLANGON 38000 GRENOBLE","38000","38","84","NN","6","2024",71743400
"CONSTELLIUM ISSOIRE","672014081","","24.42Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZI LES LISTES RUE YVES LAMOURDEDIEU 63500 ISSOIRE","63500","63","84","42","16","2024",743719645
"STE PAR ACTIONS SIMPLIFIEE DE GESTION D'ETABLISSEMENTS DE SOINS (SAGES)","867200552","","86.10Z","Human health and social work activities","Human Health and Social Work","105 AVENUE DE LA REPUBLIQUE 63100 CLERMONT-FERRAND","63100","63","84","32","4","2024",71201264
"DEEL FRANCE","902422245","","82.99Z","Administrative and support service activities","Administrative and Support","5 RUE EDOUARD MARTEL 42100 SAINT-ETIENNE","42100","42","84","NN","2","2024",154152852
"CARRIER MONTLUEL SCS","901903864","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ROUTE DE THIL 01120 LA BOISSE","01120","01","84","32","1","2023",297612276
"HYPONT","841564271","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CHEZ JONELDIS Z.I. DE LA BARONNIE 73330 LE PONT-DE-BEAUVOISIN","73330","73","84","31","2","2025",66027273
"ATELIERS A.S.","954503843","","18.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","131 RUE HENRI BARBUSSE (PIERRE-BENITE) 69310 OULLINS-PIERRE-BENITE","69310","69","84","31","3","2024",35527433
"SANDVIK MINING AND CONSTRUCTION LYON SAS","955509153","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 19 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 69330 MEYZIEU","69330","69","84","31","2","2024",116789064
"MERSEN FRANCE SB SAS","955511217","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","15 RUE VAUCANSON 69720 SAINT-BONNET-DE-MURE","69720","69","84","32","12","2024",138971001
"FRESENIUS MEDICAL CARE - SMAD (FMC-SMAD)","967501685","","32.50A","Manufacturing","Manufacturing: Furniture and Other","Z.I. DE LA PONTCHONNIERE ROUTE DE LA CHANADE 69210 SAVIGNY","69210","69","84","41","2","2024",286407515
"PIMAN CONSULTANTS (PIMAN CONSULTANTS - PIMAN IT- UPSTEP)","510544497","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","CELTIC PARC AVALON 2 304 ROUTE DEPARTEMENTALE 306 69760 LIMONEST","69760","69","84","32","3","2024",42857367
"CONSTRUCTEL ENERGIE","492041652","","43.21B","Construction","Construction","3 RUE DE PERIGNAT 63800 COURNON-D'AUVERGNE","63800","63","84","12","17","2023",20958007
"ZOLPAN","301621884","","46.73B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","17 QUAI JOSEPH GILLET 69004 LYON","69004","69","84","01","178","2024",161481014
"SAICA PACK EL","413464595","","17.21A","Manufacturing","Manufacturing: Wood, Paper and Printing","8 COURS DE VERDUN 01100 OYONNAX","01100","01","84","22","8","2017",355609000
"AGEDISS BY JP","522693209","","49.41A","Transportation and storage","Transportation and Storage","CS 30014 335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","49","2024",63851357
"POLYEXPERT RHONE ALPES AUVERGNE","403208358","","66.21Z","Financial and insurance activities","Financial and Insurance","IMMEUBLE KBIS 4 RUE MAURICE MOISSONNIER 69120 VAULX-EN-VELIN","69120","69","84","21","25","2022",29026117
"SECANIM SUD-EST (REFOOD)","403264641","","38.12Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","18 RUE DES BOUILLOTS 03500 BAYET","03500","03","84","22","27","2018",63555328
"S R P POLYSERVICES","444251706","","81.29B","Administrative and support service activities","Administrative and Support","378 AVENUE DE L'INDUSTRIE 69140 RILLIEUX-LA-PAPE","69140","69","84","32","9","2024",21529078
"SCHNEIDER ELECTRIC IT FRANCE","444643720","","33.14Z","Manufacturing","Manufacturing: Furniture and Other","ZIRST DE MONTBONNOT 140 AV JEAN KUNTZMANN 38330 SAINT-ISMIER","38330","38","84","22","31","2022",140257498
"SARP-OSIS SUD EST","957528474","","37.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","40 RUE ANDRE CHENIER 69120 VAULX-EN-VELIN","69120","69","84","03","91","2024",58544755
"SOCIETE INTERNATIONALE DE FORGEAGE ET DE MATRICAGE","732032271","","25.50A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","14 ALLEE ALAN TURING 63170 AUBIERE","63170","63","84","NN","5","2022",24463277
"TC CONCEPT","799283254","","46.72Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","4 QUAI DES ETROITS 69005 LYON","69005","69","84","NN","32","2024",87828330
"EWELLIX FRANCE","747120426","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","Z.I. DE BISSY 148 RUE FELIX ESCLANGON 73000 CHAMBERY","73000","73","84","32","4","2023",55431743
"RH GRENOBLE","909413270","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CARREFOUR GRAND PLACE -  VILLENEUVE VOIE 24 38130 ECHIROLLES","38130","38","84","32","2","2024",78965173
"LES INTERIMAIRES PROFESSIONNELS - LIP (LES INTERIMAIRES PROFESSIONNELS - LIP)","879428050","","78.20Z","Administrative and support service activities","Administrative and Support","18 IMPASSE DE L'ASPHALTE 69007 LYON","69007","69","84","22","257","2023",438272177
"GALITT (BARTS)","329822514","","62.02A","Information and communication","Information Technology and Services","ANNECY-LE-VIEUX PAS DES GLAISINS 74000 ANNECY","74000","74","84","02","8","2023",38275943
"FRAMATOME GRENOBLE","433681525","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","23 CHE DU VIEUX CHENE 38240 MEYLAN","38240","38","84","32","7","2022",120493123
"NEW MTF","888360419","","47.65Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI LES BLANCHISSERIES 38500 VOIRON","38500","38","84","NN","97","2022",104395671
"T.D-DISTRIBUTION THEVENIN-DUCROT-DISTRIBUTION (AVIA)","352860639","","46.71Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","7 RUE DU POINT DU JOUR 21800 CHEVIGNY-SAINT-SAUVEUR","21800","21","27","12","445","2024",2633670038
"CAISSE D'EPARGNE ET DE PREVOYANCE DE BOURGOGNE FRANCHE-COMTE","352483341","","64.19Z","Financial and insurance activities","Financial and Insurance","18 AVENUE FRANCOISE GIROUD 21000 DIJON","21000","21","27","NN","429","2025",313862000
"BANQUE POPULAIRE BOURGOGNE FRANCHE-COMTE","542820352","","64.19Z","Financial and insurance activities","Financial and Insurance","14 BOULEVARD DE LA TREMOUILLE 21000 DIJON","21000","21","27","11","273","2021",395125000
"FUNECAP EST (ROC ECLERC)","388796526","","96.03Z","Other service activities","Other Services","ZAC DES TERRES ROUSSES 8 RUE NICOLAS DE CONDORCET 21800 CHEVIGNY-SAINT-SAUVEUR","21800","21","27","11","169","2023",43995467
"MAZAGRAN SERVICE","416220010","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI RUE DE L'ETANG 89200 AVALLON","89200","89","27","03","142","2024",545610112
"ALDI BEAUNE","444329346","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DE LA PORTE DE BEAUNE 1 RUE LAVOISIER 21200 BEAUNE","21200","21","27","22","158","2024",328790907
"CL DISTRIBUTION","398330357","","47.71Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","17 RUE MARGUERITE YOURCENAR 21000 DIJON","21000","21","27","03","153","2023",46783116
"COOPERATIVE AGRICOLE INTERVAL","778372474","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI LES GIRANAUX 70100 ARC-LES-GRAY","70100","70","27","31","78","2023",282917242
"PROTEOR","542083704","","33.20D","Manufacturing","Manufacturing: Furniture and Other","6 RUE DE LA REDOUTE 21850 SAINT-APOLLINAIRE","21850","21","27","12","128","2022",89267214
"DORAS","015851793","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","6 RUE ANTOINE BECQUEREL 21300 CHENOVE","21300","21","27","21","111","2024",205845007
"GROUPE ELITE RESTAURATION","331108753","","56.29B","Accommodation and food service activities","Accommodation and Food Services","15 RUE VALENTIN PRIVE 89300 JOIGNY","89300","89","27","12","85","2025",21385584
"SOCIETE COOPERATIVE AGRICOLE ET VITICOLE BOURGOGNE DU SUD","778556423","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","6 AVENUE PRESIDENT BORGEOT 71350 VERDUN-CIEL","71350","71","27","21","69","2024",357096640
"INEO INFRACOM","409867942","","42.22Z","Construction","Construction","21 AVENUE FRANCOISE GIROUD 21000 DIJON","21000","21","27","NN","92","2025",353473612
"APRR (SAPRR)","016250029","","52.21Z","Transportation and storage","Transportation and Storage","36 RUE DU DOCTEUR SCHMITT 21850 SAINT-APOLLINAIRE","21850","21","27","41","94","2021",2872000000
"MEDOTELS","421216276","","87.10A","Human health and social work activities","Human Health and Social Work","ZONE INDUSTRIELLE ZI 25870 DEVECEY","25870","25","27","NN","46","2024",213841986
"NEOLIA","305918732","","68.20A","Real estate activities","Real Estate","34 RUE DE LA COMBE AUX BICHES 25200 MONTBELIARD","25200","25","27","22","58","2017",246200000
"MATY","402327597","","47.77Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","BOULEVARD JOHN F KENNEDY 25000 BESANCON","25000","25","27","22","60","2022",58160869
"LES BEGONIAS","378158422","","87.10A","Human health and social work activities","Human Health and Social Work","ZONE INDUSTRIELLE ZI 25870 DEVECEY","25870","25","27","NN","35","2024",147463722
"SOCIETE COMMERCIALE LE PRE BERCY","322185844","","47.52B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE INDUSTRIELLE RUE DE L'ETANG 89200 AVALLON","89200","89","27","NN","42","2024",46758370
"GROUPE CAYON","400519005","","49.41C","Transportation and storage","Transportation and Storage","29 RUE LOUIS JACQUES THENARD 71100 CHALON-SUR-SAONE","71100","71","27","22","47","2024",88594824
"PHARMAT","325213841","","77.29Z","Administrative and support service activities","Administrative and Support","36 RUE ALBERT PREMIER 90000 BELFORT","90000","90","27","NN","36","2024",45958375
"EXPERTISE ET TECHNIQUE COMPTABLES (ETC)","017151200","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PLACE DE L’EUROPE 89000 SAINT-GEORGES-SUR-BAULCHE","89000","89","27","12","59","2016",21535581
"SELAS D'IMAGERIE MEDICALE DES DEUX PROVINCES - IM2P","442614442","","86.22A","Human health and social work activities","Human Health and Social Work","3 RUE LOUIS NEEL 21000 DIJON","21000","21","27","12","34","2024",43993937
"ALGECO","685550659","","77.39Z","Administrative and support service activities","Administrative and Support","ESPACE DES BERTHILLIERS 164 CHEMIN DE BALME 71850 CHARNAY-LES-MACON","71850","71","27","21","72","2024",267903044
"COMAFRANC","795158179","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","20 RUE ALBERT CAMUS 90000 BELFORT","90000","90","27","12","29","2024",119390109
"GEOTEC (SETE - GEOTEC MARITIME - GEOTEC RISQUES NATURELS)","778196501","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","9 BOULEVARD DE L'EUROPE 21800 QUETIGNY","21800","21","27","21","63","2024",79087244
"COMPTOIR GENERAL FERS ET QUINCAILLERIE (CGFQ)","725620751","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PORT FLUVIAL RUE GEORGES DERRIEN 71100 CHALON-SUR-SAONE","71100","71","27","22","41","2024",245271594
"SAGS SERVICES","795172519","","52.21Z","Transportation and storage","Transportation and Storage","295 CHEMIN DES BERTHILLIERS 71850 CHARNAY-LES-MACON","71850","71","27","22","29","2024",22877663
"IN EXTENSO CENTRE-EST","352898027","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PARC SLAVA 7 RUE AUGUSTE JOUCHOUX 25000 BESANCON","25000","25","27","12","43","2024",23891264
"SOLOMAT LOCATION","318167137","","43.99E","Construction","Construction","ZA NORD 2 RUE DES DRUBES 89510 ETIGNY","89510","89","27","21","43","2024",50618447
"GADEST","015550882","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","9 RUE ANTOINE BECQUEREL 21300 CHENOVE","21300","21","27","21","87","2024",106392755
"TITANOBEL (TITANOBEL)","421251836","","20.51Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","RUE DE L'INDUSTRIE 21270 PONTAILLER-SUR-SAONE","21270","21","27","21","36","2023",62187530
"EUROVIA BOURGOGNE FRANCHE - COMTE (EUROVIA BFC)","348899295","","42.11Z","Construction","Construction","134 AVENUE DE LA GARE 21220 GEVREY-CHAMBERTIN","21220","21","27","NN","37","2024",148640407
"ENTREPRISE BONGLET","315434852","","43.31Z","Construction","Construction","1840 ROUTE DE BESANCON 39000 LONS-LE-SAUNIER","39000","39","27","31","35","2024",90460031
"SAS PAGOT ET SAVOIE","421159211","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","9 RUE GAY LUSSAC 21300 CHENOVE","21300","21","27","22","29","2024",110480727
"COLRUYT RETAIL FRANCE (DATS)","789139789","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE INDUSTRIELLE 39700 ROCHEFORT-SUR-NENON","39700","39","27","32","143","2024",719736251
"ENTREPRISE ROGER MARTIN","391338449","","42.11Z","Construction","Construction","PARC TECHNOLOGIQUE 4 AVENUE JEAN BERTIN 21000 DIJON","21000","21","27","NN","25","2024",122625878
"KEOLIS MONTS JURA","344148515","","49.39A","Transportation and storage","Transportation and Storage","4 RUE BERTHELOT 25000 BESANCON","25000","25","27","22","28","2024",21988623
"ETUDES INSTALLATION MAINTENANCE INDUSTRI (EIMI)","316113208","","43.22B","Construction","Construction","TECHNOLAND RUE DU BREUIL 25460 ETUPES","25460","25","27","22","33","2019",163283000
"BOISSET - LA FAMILLE DES GRANDS VINS (ALEX GAMBAL LE PERE LA GROLLE - GRANDE NUIT)","515420305","","46.34Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","13 RUE LAVOISIER 21700 NUITS-SAINT-GEORGES","21700","21","27","21","28","2024",174370491
"EST BOURGOGNE MEDIA","533857355","","58.13Z","Information and communication","Communication: Media and Publishing","7 BOULEVARD CHANOINE KIR 21000 DIJON","21000","21","27","21","23","2024",41750432
"ETABLISSEMENTS BURDIN BOSSERT","562821330","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","26 RUE ALBERT THOMAS 25000 BESANCON","25000","25","27","12","30","2024",63769030
"ESE FRANCE","321819112","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","42 RUE PAUL SABATIER 71530 CRISSEY","71530","71","27","22","66","2025",80142580
"INEO INDUSTRIE & TERTIAIRE EST (INEO ITE)","409868114","","43.21A","Construction","Construction","63 AVENUE DE TAVAUX 21800 CHEVIGNY-SAINT-SAUVEUR","21800","21","27","NN","44","2024",106831732
"VITARIS","343431615","","80.20Z","Administrative and support service activities","Administrative and Support","VILLAGE D'ENTREPRISES HARF 90 RPT D HARFLEUR 71200 LE CREUSOT","71200","71","27","22","20","2024",23728559
"MONTS & TERROIRS","645450107","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI ROUTE DE DOLE 39800 POLIGNY","39800","39","27","22","21","2024",376373458
"TEXTILOT","301420626","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","5 RUE DENIS PAPIN 58640 VARENNES-VAUZELLES","58640","58","27","32","25","2024",146583739
"PARAGON TRANSACTION","775722218","","18.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","39 RUE DES RIVIERES SAINT-AGNAN 58200 COSNE-COURS-SUR-LOIRE","58200","58","27","22","55","2024",85942144
"OXXO EVOLUTION (OXXO EVOLUTION)","793293168","","43.32A","Construction","Construction","3 ROUTE DE JALOGNY 71250 CLUNY","71250","71","27","31","20","2024",96057649
"EUROSERUM","400869277","","10.51D","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ROUTE DE VILLERS 70170 PORT-SUR-SAONE","70170","70","27","32","16","2024",386916744
"B.D.M.S. DISTRIBUTION","421255134","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE INDUSTRIELLE RUE DE L'ETANG 89200 AVALLON","89200","89","27","01","15","2024",262222565
"S.N.C.T.P","017050667","","42.22Z","Construction","Construction","Z.I.N. 10 RUE DOCTEUR QUIGNARD 21000 DIJON","21000","21","27","31","34","2024",77472958
"PRYSMIAN CABLES ET SYSTEMES FRANCE","095750311","","27.32Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","23 BOULEVARD ARISTIDE BRIAND 89100 SENS","89100","89","27","21","55","2024",845849314
"BERNER","506950211","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI LD LES MANTEAUX 89330 SAINT-JULIEN-DU-SAULT","89330","89","27","42","12","2023",276318243
"DUC","722621166","","10.12Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","GRANDE RUE 89770 CHAILLEY","89770","89","27","32","17","2016",165378000
"AMBULANCE DU SEREIN","531025419","","86.90A","Human health and social work activities","Human Health and Social Work","6 RUE COLONEL ROZANOFF 89000 AUXERRE","89000","89","27","22","14","2024",36641631
"SOC NEVERS DIS","327098364","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","BOULEVARD BEAUREGARD 58660 COULANGES-LES-NEVERS","58660","58","27","31","9","2024",70266820
"INEO RESEAUX NORD EST","381287101","","42.22Z","Construction","Construction","21 AVENUE FRANCOISE GIROUD 21000 DIJON","21000","21","27","NN","19","2025",56822615
"EURIAL ULTRA FRAIS","705580108","","10.51A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","30 RUE DES JACQUINS 89150 JOUY","89150","89","27","32","16","2024",676342320
"GCBAT (GCBAT SAONE ET LOIRE)","424062537","","43.99C","Construction","Construction","RUE HENRI PAUL SCHNEIDER 71210 MONTCHANIN","71210","71","27","12","15","2025",61917300
"SORECA AUTOMOBILES (DEFFEUILLE AUTOMOBILES)","300854106","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","235 RUE DES FRERES LUMIERE 39000 LONS-LE-SAUNIER","39000","39","27","NN","15","2024",148028831
"FORVIS MAZARS","622820223","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","9 RUE MADELEINE BRES 25000 BESANCON","25000","25","27","22","14","2025",24381728
"SOCIETE ANONYME D'HABITATIONS A LOYER MODERE HABELLIS","015450638","","68.20A","Real estate activities","Real Estate","28 BOULEVARD GEORGES CLEMENCEAU 21000 DIJON","21000","21","27","21","9","2017",43492992
"ATOL CONSEILS ET DEVELOPPEMENTS","429715378","","62.02B","Information and communication","Information Technology and Services","RUE DES TERRES D OR 21220 GEVREY CHAMBERTIN","21220","21","27","22","15","2024",24468448
"SAVOYE","334170990","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","CEDEX 1 RUE HENRY DARCY 21600 LONGVIC","21600","21","27","NN","15","2023",159332148
"PASCAL GUINOT TRAVAUX PUBLICS (PASCAL GUINOT VRD-PSACAL GUINOT RESEAUX - PRODUCTION GUINOT SAS - SAS GUILLEMINOT)","490921996","","42.21Z","Construction","Construction","RUE HENRI PAUL SCHNEIDER 71210 MONTCHANIN","71210","71","27","31","10","2025",69517748
"ENTREPRISE HUBERT ROUGEOT MEURSAULT","516020138","","42.11Z","Construction","Construction","RD 23 CHAMP LAIN 21190 TAILLY","21190","21","27","22","15","2024",81059000
"REGIS MARTELET (AGILEO 4.0)","508632908","","49.41C","Transportation and storage","Transportation and Storage","22 RUE DE LA BROT 21000 DIJON","21000","21","27","22","10","2025",46952567
"GEODIS CL AUTOMOTIVE EST","398619445","","52.10B","Transportation and storage","Transportation and Storage","ZA TECHNOLAND 70 RUE RENE MARTI 25460 ETUPES","25460","25","27","22","23","2024",28794963
"HILLEBRAND GORI FRANCE (TRANSOCEAN - SERVICING INTERNATIONAL - GAMM@SSISTANCE - BECS - SATELLITE - KEGSPEDITER)","392166781","","52.29B","Transportation and storage","Transportation and Storage","ZI BEAUNE VIGNOLES 11 RUE LOUIS ET GASTON CHEVROLET 21200 VIGNOLES","21200","21","27","32","16","2024",179467520
"ZIMMER BIOMET FRANCE","315202564","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","70 RUE DU CHANOIT 25600 BROGNARD","25600","25","27","21","19","2024",139467223
"AVS BESANCON","750510075","","88.10A","Human health and social work activities","Human Health and Social Work","6 RUE DES VALLIERES NORD 25220 CHALEZEULE","25220","25","27","42","7","2024",38021386
"C 3 B","331800581","","41.20B","Construction","Construction","6 RUE DU ROMPOT 21121 FONTAINE-LES-DIJON","21121","21","27","21","22","2024",54856545
"LISI AUTOMOTIVE FORMER","322624701","","25.94Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","2 RUE DU DOUANIER DAUPHIN 90100 DELLE","90100","90","27","21","18","2023",249135657
"TRANSPORTS ALAINE","686950338","","49.41A","Transportation and storage","Transportation and Storage","Z.I. SUD GROSNE RUE DE LA GROSNE 71000 MACON","71000","71","27","32","13","2021",77380959
"DISMI","451096101","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","22 RUE OLYMPE DE GOUGES 89400 MIGENNES","89400","89","27","22","8","2024",38523289
"AUXERRE DISTRIBUTION (AUXERDIS)","323875567","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","14 AVENUE JEAN JAURES 89000 AUXERRE","89000","89","27","32","6","2024",96367618
"ETS J VIRLY S A","016750697","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","Z I RUE DU PORT 21600 LONGVIC","21600","21","27","21","11","2024",86036865
"ESPACE 3000","387739931","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZAC DE CHATEAUFARINE 25 RUE JOACHIM DU BELLAY 25000 BESANCON","25000","25","27","22","7","2023",123071350
"LABORATOIRES URGO (URGO MEDICAL - MDFA (MEDICAL DEVICE FOR ALL))","433842044","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","42 RUE DE LONGVIC 21300 CHENOVE","21300","21","27","22","8","2019",233869464
"LES MANUFACTURES DE FRANCHE COMTE","407836329","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","BATIMENT ADMINISTRATIF 18 RUE DE LA COTE 25230 SELONCOURT","25230","25","27","12","7","2024",81136248
"KNAUF CEILING SOLUTIONS SAS","784131575","","23.99Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","67 RUE DE SALINS 25300 PONTARLIER","25300","25","27","22","7","2024",101823828
"SCHIEVER DISTRIBUTION","342786837","","46.39B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI RUE DE L'ETANG 89200 AVALLON","89200","89","27","32","11","2024",662373319
"SODIMONT","348298662","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","100 AVENUE MARECHAL LECLERC 71300 MONTCEAU-LES-MINES","71300","71","27","32","7","2024",77606596
"PARISOT INDUSTRIE","537665200","","31.09B","Manufacturing","Manufacturing: Furniture and Other","15 AVENUE JACQUES PARISOT 70800 SAINT-LOUP-SUR-SEMOUSE","70800","70","27","32","5","2024",83883701
"TRANSARC BOURGOGNE FRANCHE-COMTE (VM SARL)","522721703","","49.39A","Transportation and storage","Transportation and Storage","11 BOULEVARD DE BROSSES 21000 DIJON","21000","21","27","32","7","2023",24137252
"DENIDIS","331260927","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LE PRE AUBERT RUE DE PARIS 89100 SAINT-DENIS-LES-SENS","89100","89","27","32","4","2024",135610661
"BELFORT DISTRIBUTION (BELDIS)","324106764","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 AVENUE DU GENERAL DE GAULLE 90000 BELFORT","90000","90","27","32","5","2024",85189302
"AMORA MAILLE SOCIETE INDUSTRIELLE (AMSI)","311641229","","10.84Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DE LA NORGE 3 RUE DES SERRURIERS 21800 CHEVIGNY-SAINT-SAUVEUR","21800","21","27","31","21","2024",43918371
"EUROGERM","349927012","","10.89Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZAC DU BOIS GUILLAUME 2 RUE DU CHAMP DORE 21850 SAINT-APOLLINAIRE","21850","21","27","22","5","2020",113392000
